Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,X,Y,Z
0 days 00:00:26.526000,11003.204397381818,169.84090763636362,4,96.76136145454545,False,0,pos,1331.311999096603,-2074.0,4284.0,164.0
0 days 00:00:26.621000,11223.0,172.0,4,100.0,False,0,car,1335.9905555555558,-2101.7797593843416,4328.406505776584,164.0078782746688
0 days 00:00:26.667000,11311.741419733333,174.10832746666668,4,100.0,False,0,pos,1338.2849245285222,-2115.0,4351.0,164.0
0 days 00:00:26.861000,11686.0,183.0,4,100.0,False,0,car,1348.1905555555559,-2159.716350916309,4440.182994507612,163.78305469315853
0 days 00:00:26.967000,11308.185258057143,186.78571885714285,4,100.0,False,0,pos,1353.7877232395294,-2180.0,4490.0,164.0
0 days 00:00:27.127000,10737.89954377143,192.50000457142858,4,100.0,False,0,pos,1362.4378859728238,-2208.0,4571.0,165.0
0 days 00:00:27.141000,10688.0,193.0,5,100.0,False,0,car,1363.2016666666668,-2210.269145365489,4578.323453599869,165.08033484466404
0 days 00:00:27.447000,11072.854007138461,197.1192324923077,5,100.0,False,0,pos,1380.1527800813883,-2252.0,4741.0,166.0
0 days 00:00:27.607000,11274.08477636923,199.27307864615383,5,100.0,False,0,pos,1389.084219015718,-2269.0,4829.0,166.0
0 days 00:00:27.661000,11342.0,200.0,5,100.0,False,0,car,1392.090555555556,-2275.8208010540193,4872.316973964211,165.840494755695
0 days 00:00:27.827000,11486.647229781836,200.0,5,100.0,False,0,pos,1401.309931955238,-2297.0,5020.0,165.0
0 days 00:00:27.902000,11552.0,200.0,5,100.0,False,0,car,1405.4794444444449,-2302.523875970348,5059.083193870061,164.64993547132724
0 days 00:00:28.127000,11318.5623008,200.0,5,100.0,False,0,pos,1417.988265804432,-2311.0,5126.0,164.0
0 days 00:00:28.142000,11303.0,200.0,5,100.0,False,0,car,1418.8127777777781,-2311.9494645431205,5134.091375044613,163.99500677407272
0 days 00:00:28.382000,10625.0,200.0,6,100.0,False,0,car,1432.1461111111116,-2333.856990313774,5324.4410664711395,164.61392472600656
0 days 00:00:28.447000,10717.2190224,206.7031448,6,100.0,False,0,pos,1436.096612865778,-2339.0,5370.0,165.0
0 days 00:00:28.702000,11079.0,233.0,6,100.0,False,0,car,1452.8572222222228,-2351.657173338555,5487.919419138624,166.92372743760976
0 days 00:00:28.747000,11153.02489472,234.79999744,6,100.0,False,0,pos,1455.8581075271895,-2354.0,5511.0,167.0
0 days 00:00:28.902000,11408.0,241.0,6,100.0,False,0,car,1466.2461111111118,-2363.7649567942226,5608.953715268504,166.35046944096177
0 days 00:00:28.967000,11476.972425955555,242.26389262222222,6,100.0,False,0,pos,1470.6527581699975,-2368.0,5653.0,166.0
0 days 00:00:29.262000,11790.0,248.0,6,100.0,False,0,car,1491.0461111111117,-2385.577017800395,5851.753796531465,165.096069050935
0 days 00:00:29.287000,11721.249472,248.51136756363636,6,100.0,False,0,pos,1492.8027108956449,-2387.0,5869.0,165.0
0 days 00:00:29.467000,11226.250176,252.19318050909092,6,100.0,False,0,pos,1505.5792400283021,-2397.0,5994.0,164.0
0 days 00:00:29.687000,10621.249472,256.69318574545457,6,100.0,False,0,pos,1521.3781315685997,-2409.0,6150.0,162.0
0 days 00:00:29.702000,10580.0,257.0,7,100.0,False,0,car,1522.457222222223,-2409.9608772818183,6163.713840641334,161.8998460757677
0 days 00:00:29.927000,10711.250112,259.8125024,7,100.0,False,0,pos,1538.6993823253945,-2425.0,6394.0,161.0
0 days 00:00:29.942000,10720.0,260.0,7,100.0,False,0,car,1539.7905555555562,-2425.7210031937634,6405.700682065829,160.93349026113333
0 days 00:00:30.227000,10908.812457600001,264.453124,7,100.0,False,0,pos,1560.7519424272907,-2433.0,6541.0,160.0
0 days 00:00:30.262000,10932.0,265.0,7,100.0,False,0,car,1563.346111111112,-2433.916387099344,6559.096659304282,160.17264144871754
0 days 00:00:30.462000,11067.0,268.0,7,100.0,False,0,car,1578.2350000000008,-2440.336797943954,6693.548474669722,162.38166397486063
0 days 00:00:30.547000,11097.6606912,268.9107136,7,100.0,False,0,pos,1584.6012696309713,-2443.0,6779.0,163.0
0 days 00:00:30.742000,11168.0,271.0,7,100.0,False,0,car,1599.3127777777786,-2447.918453375366,7016.397501711952,163.00767808105059
0 days 00:00:30.747000,11170.84996352,271.09999872,7,100.0,False,0,pos,1599.6924179004798,-2448.0,7021.0,163.0
0 days 00:00:30.942000,11282.0,275.0,7,100.0,False,0,car,1614.5905555555564,-2449.14860267402,7111.719510614762,162.74479275395223
0 days 00:00:31.047000,11331.0000896,276.1666688,7,100.0,False,0,pos,1622.677227054991,-2449.0,7158.0,163.0
0 days 00:00:31.227000,11414.999970133333,278.1666659555556,7,100.0,False,0,pos,1636.6388809203022,-2448.0,7297.0,164.0
0 days 00:00:31.302000,11450.0,279.0,7,100.0,False,0,car,1642.4905555555563,-2446.570684198911,7356.708048631752,163.88195808706658
0 days 00:00:31.466000,11505.008333333333,280.7083333333333,7,100.0,False,0,pos,1655.3555516737265,-2442.0,7483.0,163.0
0 days 00:00:31.606000,11551.966666666667,282.1666666666667,7,100.0,False,0,pos,1666.4092274753884,-2438.0,7592.0,163.0
0 days 00:00:31.782000,11611.0,284.0,7,100.0,False,0,car,1680.357222222223,-2430.1477604971533,7731.4527587671355,163.01377777013718
0 days 00:00:31.826000,11630.91,284.33,7,100.0,False,0,pos,1683.8520479533486,-2428.0,7765.0,163.0
0 days 00:00:32.046000,11730.46,285.98,7,100.0,False,0,pos,1701.3734055489906,-2415.0,7939.0,163.0
0 days 00:00:32.182000,11792.0,287.0,7,100.0,False,0,car,1712.2461111111122,-2399.118433950982,8101.853916559741,163.43324334777077
0 days 00:00:32.326000,11809.28,288.44,7,100.0,False,0,pos,1723.7950803155425,-2381.0,8273.0,164.0
0 days 00:00:32.382000,11816.0,289.0,7,100.0,False,0,car,1728.3016666666674,-2375.4794605105117,8322.349424237756,164.1540075990101
0 days 00:00:32.582000,11918.0,291.0,7,100.0,False,0,car,1744.4683333333344,-2362.341074369981,8424.122470300037,164.3881591129999
0 days 00:00:32.746000,11938.5,291.68333333333334,7,100.0,False,0,pos,1757.7623193819318,-2352.0,8497.0,164.0
0 days 00:00:32.822000,11948.0,292.0,7,100.0,False,0,car,1763.9350000000013,-2346.2017417353636,8539.534032427242,163.6095318433093
0 days 00:00:32.966000,11987.849040563908,292.9056600128161,7,100.0,False,0,pos,1775.6538644074606,-2328.0,8658.0,163.0
0 days 00:00:32.981000,11992.0,293.0,7,100.0,False,0,car,1776.8758333333346,-2324.949014785886,8675.726451472898,163.00181240271985
0 days 00:00:33.206000,11999.031248,293.46874986666666,7,100.0,False,0,pos,1795.2282575640957,-2270.0,8978.0,164.0
0 days 00:00:33.461000,12007.0,294.0,7,100.0,False,0,car,1816.0758333333345,-2274.7442104023244,8964.189114561534,164.09510910631454
0 days 00:00:33.567000,12001.6999936,294.0,7,100.0,False,0,pos,1824.7555725527063,-2262.0,9020.0,164.0
0 days 00:00:33.747000,11992.7000064,294.0,7,100.0,False,0,pos,1839.4547576911266,-2202.0,9291.0,164.0
0 days 00:00:33.781000,11991.0,294.0,7,100.0,False,0,car,1842.209166666668,-2192.983394358848,9331.212338965512,164.05659086350823
0 days 00:00:34.127000,11916.60997248,290.53999871999997,7,100.0,False,0,pos,1870.0126948983993,-2156.0,9481.0,165.0
0 days 00:00:34.181000,11905.0,290.0,7,100.0,True,0,car,1874.43138888889,-2148.180672544954,9512.578302010774,164.9254725440902
0 days 00:00:34.422000,11345.0,290.0,7,100.0,True,0,car,1893.8452777777788,-2100.4612949329953,9711.46154772513,164.01000952936332
0 days 00:00:34.487000,10889.998656,271.14994432000003,7,67.499904,True,0,pos,1898.3637860527213,-2089.0,9761.0,164.0
0 days 00:00:34.622000,9945.0,232.0,7,0.0,True,0,car,1906.734166666668,-2069.5433401664345,9848.415985375263,164.4951663605349
